text,category,type,input_style,ambiguity
Ola to get to a work meeting,Travel,Need,merchant,context_dependent
veggies,Groceries,Need,short_keyword,clear
local kirana store monthly ration,Groceries,Need,merchant,clear
Box8 with friends for a celebration,Food,Want,merchant,context_dependent
had no choice but to pay for Swiggy since it was during a busy workday,Food,Need,semantic,context_dependent
UPI/COINBYZERODH/PAYMENT/REF8758,Misc,Investment,upi,context_dependent
went for Burger King to try a new outlet everyone was talking about,Food,Want,natural_language,context_dependent
"didn't really need JioCinema, but went ahead anyway, for a weekend movie outing with friends",Entertainment,Want,semantic,context_dependent
PVR movie tickets with friends,Entertainment,Want,merchant,clear
Coursera required to pass the course,Education,Need,merchant,context_dependent
Reliance Fresh to try some gourmet imported items,Groceries,Want,merchant,context_dependent
CARD PAYMENT DOMINOS PIZZA,Food,Want,bank_statement,ambiguous
UPI-VIJAYSALES-963667@upi,Shopping,Want,upi,context_dependent
Udemy required to pass the course,Education,Need,merchant,context_dependent
Sony LIV for a birthday movie marathon,Entertainment,Want,merchant,context_dependent
set aside savings via Upstox for a stock market trade,Misc,Investment,natural_language,context_dependent
"decided to grow long term savings through Kuvera, for a stock market trade",Misc,Investment,semantic,context_dependent
UPI-STOREPURCHASE-REF5414,Shopping,Want,upi,ambiguous
booked Skillshare required for the current semester,Education,Need,natural_language,context_dependent
UPI-RELIANCEFRES-RELIANCEFRES@SBI,Groceries,Need,upi,context_dependent
RELIANCE DIGITAL TXN POS PURCHASE,Shopping,Need,bank_statement,context_dependent
CARD PAYMENT BURGER KING,Food,Want,bank_statement,context_dependent
"the expense on Meesho was unavoidable, for a work-from-home setup",Shopping,Need,semantic,context_dependent
CARD PAYMENT A ROOFTOP BAR,Party,Want,bank_statement,context_dependent
Amazon purchase of a new phone case out of boredom,Shopping,Want,merchant,context_dependent
paid for physiotherapy sessions after an injury,Health,Need,natural_language,clear
UPI-DMART-DMART@HDFC,Groceries,Need,upi,clear
indulged in Spotify to unwind after a long week,Entertainment,Want,natural_language,context_dependent
Spencer's for daily cooking needs,Groceries,Need,merchant,context_dependent
went to a movie with friends,Entertainment,Want,natural_language,clear
replaced a broken laptop charger urgently before a meeting,Shopping,Need,semantic,clear
medicines,Health,Need,short_keyword,clear
Blinkit for hosting a dinner party,Groceries,Want,merchant,context_dependent
UPI/EATSURE/PAYMENT/REF7693,Food,Want,upi,ambiguous
POS SUBWAY ONLINE,Food,Need,bank_statement,context_dependent
ACT Fibernet for the broadband connection at home,Bills,Need,merchant,clear
indulged in BEST bus to a concert across town,Travel,Want,natural_language,context_dependent
Rapido for a leisure vacation,Travel,Want,merchant,context_dependent
UPI/CULT.FIT/PAYMENT/REF5135,Health,Want,upi,context_dependent
Zomato when there was nothing left in the fridge,Food,Need,merchant,context_dependent
UPI-AROOFTOPBAR-AROOFTOPBAR@HDFC,Party,Want,upi,context_dependent
spent on MSEDCL for this month's electricity usage,Bills,Need,natural_language,clear
CARD PAYMENT JIO RECHARGE,Bills,Need,bank_statement,clear
UPI-UPGRAD-818589@upi,Education,Investment,upi,context_dependent
POS DELHI METRO PAYMENT,Travel,Need,bank_statement,ambiguous
UPI-OLACABS-OLA@PAYTM,Travel,Want,upi,ambiguous
paid for Hotstar for the monthly subscription renewal on a whim,Entertainment,Want,natural_language,context_dependent
splurged on Ola for a leisure vacation,Travel,Want,natural_language,context_dependent
BigBasket for a festive celebration at home,Groceries,Want,merchant,context_dependent
"booked Box8 for a weekend treat, just for fun",Food,Want,natural_language,context_dependent
"didn't really need Fortis Hospital, but went ahead anyway, for a skincare experiment",Health,Want,semantic,context_dependent
UPI-GOIBIBO-GOIBIBO@ICICI,Travel,Want,upi,context_dependent
Tata Power monthly electricity bill,Bills,Need,merchant,clear
spent on Blinkit for the week's meals,Groceries,Need,natural_language,context_dependent
UPI-JIOMART-780445@upi,Groceries,Want,upi,context_dependent
bought arcade tokens during a mall visit,Entertainment,Want,semantic,clear
paid for Jio for the mobile recharge plan,Bills,Need,natural_language,clear
POS A NIGHTCLUB ONLINE,Party,Want,bank_statement,context_dependent
went for INOX for a weekend movie outing with friends,Entertainment,Want,natural_language,context_dependent
UPI-BESTBUS-MUMBAI,Travel,Need,upi,clear
UPI-ACTFIBERNET-940050@upi,Bills,Need,upi,clear
UPI-AMAZONPRIMEV-AMAZONPRIMEV@SBI,Entertainment,Want,upi,context_dependent
had no choice but to pay for Faasos since it was when there was nothing left in the fridge,Food,Need,semantic,context_dependent
MakeMyTrip for a mandatory office trip,Travel,Need,merchant,context_dependent
Nature's Basket to try imported snacks out of curiosity,Groceries,Want,merchant,context_dependent
UPI/PHARMEASY/PAYMENT/REF1797,Health,Want,upi,context_dependent
CARD PAYMENT VISTARA,Travel,Need,bank_statement,context_dependent
"decided to grow long term savings through BYJU'S, for a professional certification",Education,Investment,semantic,context_dependent
paid for Max Healthcare for a routine health checkup,Health,Need,natural_language,context_dependent
monthly house rent payment,Bills,Need,natural_language,clear
"didn't really need Tata 1mg, but went ahead anyway, out of general curiosity",Health,Want,semantic,context_dependent
replacement charger required for work,Shopping,Need,semantic,clear
"stocked up on rice, dal and cooking oil",Groceries,Need,natural_language,clear
KFC when there was nothing left in the fridge,Food,Need,merchant,context_dependent
ET Money for a national pension scheme contribution,Misc,Investment,merchant,context_dependent
BluSmart to attend a friend's party,Travel,Want,merchant,context_dependent
UPI/MCDONALDS/PAYMENT/REF9903,Food,Need,upi,context_dependent
Groww mutual fund SIP,Misc,Investment,merchant,clear
LinkedIn Learning required to pass the course,Education,Need,merchant,context_dependent
"decided to grow long term savings through Zerodha, for a national pension scheme contribution",Misc,Investment,semantic,context_dependent
CARD PAYMENT BSES,Bills,Need,bank_statement,clear
went for Practo as a lifestyle upgrade,Health,Want,natural_language,context_dependent
SPOTIFY TXN POS PURCHASE,Entertainment,Want,bank_statement,context_dependent
IRCTC ticket for mandatory office relocation travel,Travel,Need,merchant,context_dependent
CARD PAYMENT UPGRAD,Education,Want,bank_statement,context_dependent
"didn't really need Sony LIV, but went ahead anyway, for the monthly subscription renewal",Entertainment,Want,semantic,context_dependent
CARD PAYMENT MAKEMYTRIP FLIGHT,Travel,Want,bank_statement,context_dependent
Apollo Pharmacy medicines,Health,Need,merchant,clear
splurged on Wow Momo for a Sunday brunch tradition,Food,Want,natural_language,context_dependent
Nature's Basket for the monthly household stock-up,Groceries,Need,merchant,context_dependent
Reliance Digital expense required urgently for daily use,Shopping,Need,natural_language,context_dependent
Cult.fit for a routine health checkup,Health,Need,merchant,context_dependent
purchased work formals for the new job,Shopping,Need,natural_language,clear
POS IRCTC RAIL TICKET,Travel,Need,bank_statement,context_dependent
put money into Zerodha for a mutual fund purchase,Misc,Investment,natural_language,context_dependent
ordered biryani since the mess food was over for the day,Food,Need,semantic,context_dependent
Swiggy lunch delivered to office,Food,Need,merchant,context_dependent
transferred money to a friend to split a bill,Misc,Need,semantic,ambiguous
"spent on Goibibo more for enjoyment than necessity, to attend a friend's party",Travel,Want,semantic,context_dependent
"set money aside for the future via Paytm Money, for a national pension scheme contribution",Misc,Investment,semantic,context_dependent
Spencer's to try imported snacks out of curiosity,Groceries,Want,merchant,context_dependent
paid semester college tuition fees,Education,Need,natural_language,clear
Wow Momo for a weekend treat,Food,Want,merchant,context_dependent
miscellaneous charge,Misc,Want,short_keyword,ambiguous
takeaway,Food,Want,short_keyword,ambiguous
bought protein supplements to try out a new diet trend,Health,Want,natural_language,context_dependent
BLUSMART TXN POS PURCHASE,Travel,Want,bank_statement,ambiguous
Swiggy for a Sunday brunch tradition,Food,Want,merchant,context_dependent
"booked More Supermarket for a festive celebration at home, just for fun",Groceries,Want,natural_language,context_dependent
VISTARA TXN POS PURCHASE,Travel,Want,bank_statement,context_dependent
club entry,Party,Want,short_keyword,clear
FLIPKART TXN POS PURCHASE,Shopping,Need,bank_statement,context_dependent
splurged on MedPlus to try a new wellness trend,Health,Want,natural_language,context_dependent
Ola for a mandatory office trip,Travel,Need,merchant,context_dependent
UPI/SONYLIV/PAYMENT/REF7121,Entertainment,Want,upi,context_dependent
UPI-BARTAB-PUBNIGHT@HDFC,Party,Want,upi,clear
Vijay Sales during a big sale,Shopping,Want,merchant,context_dependent
CARD PAYMENT NIGHTCLUB ENTRY,Party,Want,bank_statement,clear
paid for Wow Momo to celebrate a promotion on a whim,Food,Want,natural_language,context_dependent
Ajio festive sale shopping spree,Shopping,Want,merchant,clear
JioCinema to watch a new season with the family,Entertainment,Want,merchant,context_dependent
CARD PAYMENT PAYTM MONEY,Misc,Investment,bank_statement,ambiguous
had no choice but to pay for Meru Cabs since it was for a mandatory office trip,Travel,Need,semantic,context_dependent
POS MYNTRA DESIGNS,Shopping,Want,bank_statement,clear
Lenskart just because I liked the design,Shopping,Want,merchant,context_dependent
Netflix to catch a live concert,Entertainment,Want,merchant,context_dependent
indulged in Amazon to try out a new trend,Shopping,Want,natural_language,context_dependent
Flipkart new formal shoes for the office,Shopping,Need,merchant,context_dependent
"spent on MedPlus more for enjoyment than necessity, to try a new wellness trend",Health,Want,semantic,context_dependent
Great Learning required for the current semester,Education,Need,merchant,context_dependent
renewed a streaming subscription mostly out of habit,Entertainment,Want,semantic,context_dependent
splurged on More Supermarket to try imported snacks out of curiosity,Groceries,Want,natural_language,context_dependent
CARD PAYMENT VIJAY SALES,Shopping,Need,bank_statement,context_dependent
CARD PAYMENT BIGBASKET,Groceries,Want,bank_statement,context_dependent
UPI-RAPIDO-924622@upi,Travel,Need,upi,context_dependent
invested through upGrad to switch to a new career track,Education,Investment,natural_language,context_dependent
UPI-ABREWERY-828862@upi,Party,Want,upi,ambiguous
wallet recharge,Misc,Want,natural_language,ambiguous
Housing Society for monthly maintenance charges,Bills,Need,merchant,clear
had no choice but to pay for EatSure since it was during a family emergency at home,Food,Need,semantic,context_dependent
"booked a local pub for a farewell celebration, just for fun",Party,Want,natural_language,context_dependent
UPI-LINKEDINLEAR-LINKEDINLEAR@ICICI,Education,Investment,upi,ambiguous
went for DMart for a festive celebration at home,Groceries,Want,natural_language,context_dependent
Groww for a systematic transfer plan,Misc,Investment,merchant,context_dependent
UPI-SPENCERS-828386@upi,Groceries,Need,upi,context_dependent
Coursera data science specialization,Education,Investment,merchant,clear
bought the medicine the doctor prescribed yesterday,Health,Need,semantic,clear
More Supermarket to try imported snacks out of curiosity,Groceries,Want,merchant,context_dependent
"didn't really need Subway, but went ahead anyway, to try a new outlet everyone was talking about",Food,Want,semantic,context_dependent
POS UBER ONLINE,Travel,Want,bank_statement,context_dependent
CARD PAYMENT GREAT LEARNING,Education,Need,bank_statement,context_dependent
TATA SKY TXN POS PURCHASE,Bills,Need,bank_statement,clear
UPI-BESTBUS-BESTBUS@AXIS,Travel,Need,upi,context_dependent
CARD PAYMENT BEHROUZ BIRYANI,Food,Want,bank_statement,ambiguous
UPI/EATSURE/PAYMENT/REF4697,Food,Want,upi,context_dependent
UPI-ANIGHTCLUB-ANIGHTCLUB@HDFC,Party,Want,upi,context_dependent
indulged in Spencer's for an elaborate weekend cooking project,Groceries,Want,natural_language,context_dependent
UPI-HOUSINGSOCIE-936454@upi,Bills,Need,upi,clear
went out for an expensive dinner just for fun,Food,Want,natural_language,clear
POS CULT.FIT PAYMENT,Health,Need,bank_statement,ambiguous
treated myself to Zepto to try imported snacks out of curiosity,Groceries,Want,natural_language,context_dependent
contributed to Paytm Money for a national pension scheme contribution,Misc,Investment,natural_language,context_dependent
indulged in JioMart for a festive celebration at home,Groceries,Want,natural_language,context_dependent
Municipal Water Board expense for the water supply bill,Bills,Need,natural_language,clear
UPI-TATACLIQ-862650@upi,Shopping,Want,upi,context_dependent
basic groceries for the week,Groceries,Need,natural_language,clear
POS BIGBASKET PAYMENT,Groceries,Need,bank_statement,context_dependent
"could have skipped Myntra, but chose to spend on it, to try out a new trend",Shopping,Want,semantic,context_dependent
POS ZEE5 ONLINE,Entertainment,Want,bank_statement,context_dependent
UPI/UBER/PAYMENT/REF8527,Travel,Need,upi,context_dependent
used Blinkit for basic household supplies,Groceries,Need,natural_language,context_dependent
CARD PAYMENT FORTIS HOSPITAL,Health,Want,bank_statement,context_dependent
paid for Delhi Metro to rush to the hospital,Travel,Need,natural_language,context_dependent
snacks,Food,Want,short_keyword,ambiguous
paid for Apollo Pharmacy for a routine health checkup,Health,Need,natural_language,context_dependent
Zepto for an elaborate weekend cooking project,Groceries,Want,merchant,context_dependent
POS STAR BAZAAR PAYMENT,Groceries,Want,bank_statement,ambiguous
"didn't really need Mumbai Metro, but went ahead anyway, to explore a new city",Travel,Want,semantic,context_dependent
Amazon purchase,Shopping,Want,short_keyword,ambiguous
paid MSEDCL electricity bill,Bills,Need,natural_language,clear
CARD PAYMENT COIN BY ZERODHA,Misc,Investment,bank_statement,context_dependent
"spent on Meesho more for enjoyment than necessity, as a birthday gift for myself",Shopping,Want,semantic,context_dependent
ordered dessert along with the regular dinner,Food,Want,natural_language,context_dependent
POS SKILLSHARE ONLINE,Education,Need,bank_statement,context_dependent
bought a hobby painting class just for fun,Education,Want,semantic,context_dependent
INOX weekend movie outing,Entertainment,Want,merchant,clear
"booked Spotify to catch a live concert, just for fun",Entertainment,Want,natural_language,context_dependent
monthly SIP,Misc,Investment,natural_language,clear
NPS contribution,Misc,Investment,natural_language,clear
ordered food because I had no time to cook after work,Food,Need,natural_language,clear
splurged on Zomato for a movie night at home,Food,Want,natural_language,context_dependent
POS TATA 1MG ONLINE,Health,Want,bank_statement,context_dependent
UPI/KUVERA/PAYMENT/REF4727,Misc,Investment,upi,context_dependent
AIRTEL TXN POS PURCHASE,Bills,Need,bank_statement,clear
POS ET MONEY PAYMENT,Misc,Investment,bank_statement,context_dependent
UPI-APOLLOPHARMACY,Health,Need,upi,clear
rent,Bills,Need,short_keyword,clear
treated myself to PVR for binge watching over the weekend,Entertainment,Want,natural_language,context_dependent
Vistara for a weekend getaway,Travel,Want,merchant,context_dependent
UPI-WOWMOMO-854739@upi,Food,Want,upi,context_dependent
spent on Jio for the mobile recharge plan,Bills,Need,natural_language,clear
CARD PAYMENT SPICEJET,Travel,Need,bank_statement,context_dependent
bought tickets for a live stand up comedy show,Entertainment,Want,natural_language,clear
"spent on Spencer's more for enjoyment than necessity, to try imported snacks out of curiosity",Groceries,Want,semantic,context_dependent
UPI-TATAPOWER-951257@upi,Bills,Need,upi,clear
UPI-BOX8-928529@upi,Food,Want,upi,context_dependent
"could have skipped Great Learning, but chose to spend on it, purely for personal enrichment",Education,Want,semantic,context_dependent
Flipkart expense because the monsoon damaged the old one,Shopping,Need,natural_language,context_dependent
POS TATA CLIQ PAYMENT,Shopping,Want,bank_statement,context_dependent
splurged on Flipkart during a big sale,Shopping,Want,natural_language,context_dependent
UPI-SPOTIFY-726924@upi,Entertainment,Want,upi,context_dependent
MCDONALD'S TXN POS PURCHASE,Food,Need,bank_statement,context_dependent
paid for BluSmart to rush to the hospital,Travel,Need,natural_language,context_dependent
medical payment,Health,Need,natural_language,ambiguous
POS IRCTC PAYMENT,Travel,Need,bank_statement,context_dependent
Nature's Basket premium ingredients for a dinner party,Groceries,Want,merchant,clear
POS NETMEDS PAYMENT,Health,Need,bank_statement,context_dependent
