original_text,original_category,original_type,original_ambiguity,action,new_category,new_type,new_ambiguity,reason
CARD PAYMENT MCDONALD'S,Food,Need,context_dependent,ambiguity_corrected,Food,Need,clear,ambiguity_to_clear
signed up for a recreational photography workshop,Education,Want,context_dependent,relabelled_and_ambiguity_corrected,Education,Investment,clear,relabelled_type_to_investment; ambiguity_to_clear
FASTag to attend a friend's party,Travel,Want,context_dependent,ambiguity_corrected,Travel,Want,clear,ambiguity_to_clear
UDEMY TXN POS PURCHASE,Education,Investment,ambiguous,ambiguity_corrected,Education,Investment,clear,ambiguity_to_clear
Sony LIV for the monthly subscription renewal,Entertainment,Want,context_dependent,ambiguity_corrected,Entertainment,Want,clear,ambiguity_to_clear
UPI/UBER/PAYMENT/REF7224,Travel,Need,ambiguous,ambiguity_corrected,Travel,Need,clear,ambiguity_to_clear
a lounge bar for a friend's birthday celebration,Party,Want,context_dependent,ambiguity_corrected,Party,Want,clear,ambiguity_to_clear
Max Healthcare to try a new wellness trend,Health,Want,context_dependent,removed_unrealistic,,,,Nonsensical template combination or malformed verb-object pairing
UPI-UDEMY-UDEMY@PAYTM,Education,Want,context_dependent,relabelled_and_ambiguity_corrected,Education,Investment,clear,relabelled_type_to_investment; ambiguity_to_clear
"could have skipped Netmeds, but chose to spend on it, for a skincare experiment",Health,Want,context_dependent,relabelled_and_ambiguity_corrected,Health,Need,clear,relabelled_type_to_need; ambiguity_to_clear
Paytm Money for a stock market trade,Misc,Investment,context_dependent,ambiguity_corrected,Misc,Investment,clear,ambiguity_to_clear
"booked DMart for hosting a dinner party, just for fun",Groceries,Want,context_dependent,removed_unrealistic,,,,Nonsensical template combination or malformed verb-object pairing
bill payment,Bills,Need,ambiguous,ambiguity_corrected,Bills,Need,clear,ambiguity_to_clear
RELIANCE FRESH TXN POS PURCHASE,Groceries,Need,context_dependent,ambiguity_corrected,Groceries,Need,clear,ambiguity_to_clear
POS GREAT LEARNING ONLINE,Education,Need,context_dependent,relabelled_and_ambiguity_corrected,Education,Investment,clear,relabelled_type_to_investment; ambiguity_to_clear
SIP,Misc,Investment,clear,ambiguity_corrected,Misc,Investment,ambiguous,ambiguity_to_ambiguous
paid for JioMart to try some gourmet imported items on a whim,Groceries,Want,context_dependent,ambiguity_corrected,Groceries,Want,clear,ambiguity_to_clear
UPI-PHARMEASY-PHARMEASY@YBL,Health,Need,ambiguous,ambiguity_corrected,Health,Need,clear,ambiguity_to_clear
Reliance Fresh after running out of cooking essentials,Groceries,Need,context_dependent,ambiguity_corrected,Groceries,Need,clear,ambiguity_to_clear
Zepto for a festive celebration at home,Groceries,Want,context_dependent,ambiguity_corrected,Groceries,Want,clear,ambiguity_to_clear
UPI-SUBWAY-833864@upi,Food,Want,ambiguous,ambiguity_corrected,Food,Want,clear,ambiguity_to_clear
UPI/GROWW/PAYMENT/REF4084,Misc,Investment,context_dependent,ambiguity_corrected,Misc,Investment,clear,ambiguity_to_clear
paid for Lenskart as a birthday gift for myself on a whim,Shopping,Want,context_dependent,ambiguity_corrected,Shopping,Want,clear,ambiguity_to_clear
CROMA TXN POS PURCHASE,Shopping,Want,ambiguous,ambiguity_corrected,Shopping,Want,clear,ambiguity_to_clear
UPI-GOIBIBO-GOIBIBO@SBI,Travel,Want,ambiguous,ambiguity_corrected,Travel,Want,clear,ambiguity_to_clear
McDonald's between back to back lectures,Food,Need,context_dependent,ambiguity_corrected,Food,Need,clear,ambiguity_to_clear
CARD PAYMENT GROWW,Misc,Investment,ambiguous,ambiguity_corrected,Misc,Investment,clear,ambiguity_to_clear
Tata 1mg for a routine health checkup,Health,Need,context_dependent,ambiguity_corrected,Health,Need,clear,ambiguity_to_clear
UPI/MUMBAIMETRO/PAYMENT/REF6763,Travel,Need,context_dependent,ambiguity_corrected,Travel,Need,clear,ambiguity_to_clear
SpiceJet for a hospital appointment,Travel,Need,context_dependent,ambiguity_corrected,Travel,Need,clear,ambiguity_to_clear
went for PharmEasy to try a trending supplement,Health,Want,context_dependent,relabelled_and_ambiguity_corrected,Health,Need,clear,relabelled_type_to_need; ambiguity_to_clear
paid for 1mg Diagnostics after a doctor's referral,Health,Need,context_dependent,ambiguity_corrected,Health,Need,clear,ambiguity_to_clear
splurged on INOX to watch a new season with the family,Entertainment,Want,context_dependent,ambiguity_corrected,Entertainment,Want,clear,ambiguity_to_clear
Udemy web development course,Education,Investment,context_dependent,ambiguity_corrected,Education,Investment,clear,ambiguity_to_clear
Croma during a big sale,Shopping,Want,context_dependent,ambiguity_corrected,Shopping,Want,clear,ambiguity_to_clear
HALDIRAM'S TXN POS PURCHASE,Food,Want,ambiguous,ambiguity_corrected,Food,Want,clear,ambiguity_to_clear
"didn't really need BookMyShow, but went ahead anyway, for the monthly subscription renewal",Entertainment,Want,context_dependent,ambiguity_corrected,Entertainment,Want,clear,ambiguity_to_clear
UPI/COINBYZERODH/PAYMENT/REF9914,Misc,Investment,ambiguous,ambiguity_corrected,Misc,Investment,clear,ambiguity_to_clear
POS UBER TRIP MUMBAI,Travel,Need,ambiguous,ambiguity_corrected,Travel,Need,clear,ambiguity_to_clear
Nykaa as a birthday gift for myself,Shopping,Want,context_dependent,ambiguity_corrected,Shopping,Want,clear,ambiguity_to_clear
POS CROMA PAYMENT,Shopping,Want,ambiguous,ambiguity_corrected,Shopping,Want,clear,ambiguity_to_clear
POS SWIGGY ONLINE,Food,Need,context_dependent,ambiguity_corrected,Food,Need,clear,ambiguity_to_clear
UPI-UNACADEMY-922075@upi,Education,Investment,context_dependent,ambiguity_corrected,Education,Investment,clear,ambiguity_to_clear
UPI-UPSTOX-793170@upi,Misc,Investment,context_dependent,removed_duplicate,,,,"Normalized duplicate of previously retained transaction: ""upi upstox upi"""
CARD PAYMENT CROMA ELECTRONICS,Shopping,Need,ambiguous,relabelled_and_ambiguity_corrected,Shopping,Want,clear,relabelled_type_to_want; ambiguity_to_clear
"the expense on MakeMyTrip was unavoidable, for the daily office commute",Travel,Need,context_dependent,ambiguity_corrected,Travel,Need,clear,ambiguity_to_clear
Wow Momo to celebrate a promotion,Food,Want,context_dependent,ambiguity_corrected,Food,Want,clear,ambiguity_to_clear
put money into Kuvera for a corporate bond purchase,Misc,Investment,context_dependent,ambiguity_corrected,Misc,Investment,clear,ambiguity_to_clear
booked Vodafone Idea for the prepaid mobile recharge,Bills,Need,clear,removed_unrealistic,,,,Nonsensical template combination or malformed verb-object pairing
POS MCDONALD'S PAYMENT,Food,Want,context_dependent,ambiguity_corrected,Food,Want,clear,ambiguity_to_clear
UPI/1MGDIAGNOSTI/PAYMENT/REF6347,Health,Want,context_dependent,relabelled_and_ambiguity_corrected,Health,Need,clear,relabelled_type_to_need; ambiguity_to_clear
"didn't really need BEST bus, but went ahead anyway, for a weekend getaway",Travel,Want,context_dependent,ambiguity_corrected,Travel,Want,clear,ambiguity_to_clear
UPI/HOTSTAR/PAYMENT/REF7765,Entertainment,Want,context_dependent,ambiguity_corrected,Entertainment,Want,clear,ambiguity_to_clear
UPI-KUVERA-KUVERA@HDFC,Misc,Investment,ambiguous,ambiguity_corrected,Misc,Investment,clear,ambiguity_to_clear
POS 1MG DIAGNOSTICS PAYMENT,Health,Need,context_dependent,ambiguity_corrected,Health,Need,clear,ambiguity_to_clear
Rapido for a solo backpacking trip,Travel,Want,context_dependent,ambiguity_corrected,Travel,Want,clear,ambiguity_to_clear
UPI-1MGDIAGNOSTI-1MGDIAGNOSTI@PAYTM,Health,Want,context_dependent,relabelled_and_ambiguity_corrected,Health,Need,clear,relabelled_type_to_need; ambiguity_to_clear
bank charges deducted,Misc,Need,ambiguous,ambiguity_corrected,Misc,Need,clear,ambiguity_to_clear
UPI-YATRA-YATRA@HDFC,Travel,Want,context_dependent,ambiguity_corrected,Travel,Want,clear,ambiguity_to_clear
Practo for ongoing medical treatment,Health,Need,context_dependent,ambiguity_corrected,Health,Need,clear,ambiguity_to_clear
WOW MOMO TXN POS PURCHASE,Food,Want,ambiguous,ambiguity_corrected,Food,Want,clear,ambiguity_to_clear
splurged on KFC for a Sunday brunch tradition,Food,Want,context_dependent,ambiguity_corrected,Food,Want,clear,ambiguity_to_clear
UPI/HALDIRAMS/PAYMENT/REF7078,Food,Need,context_dependent,ambiguity_corrected,Food,Need,clear,ambiguity_to_clear
"the expense on Blinkit was unavoidable, after running out of cooking essentials",Groceries,Need,context_dependent,ambiguity_corrected,Groceries,Need,clear,ambiguity_to_clear
Lenskart for essential office supplies,Shopping,Need,context_dependent,relabelled_and_ambiguity_corrected,Shopping,Want,clear,relabelled_type_to_want; ambiguity_to_clear
Croma to try out a new trend,Shopping,Want,context_dependent,ambiguity_corrected,Shopping,Want,clear,ambiguity_to_clear
UPI-PRACTO-846996@upi,Health,Need,ambiguous,ambiguity_corrected,Health,Need,clear,ambiguity_to_clear
paid for PharmEasy for a routine health checkup,Health,Need,context_dependent,ambiguity_corrected,Health,Need,clear,ambiguity_to_clear
Blinkit for basic household supplies,Groceries,Need,context_dependent,ambiguity_corrected,Groceries,Need,clear,ambiguity_to_clear
used Netmeds for a chronic condition follow-up,Health,Need,context_dependent,ambiguity_corrected,Health,Need,clear,ambiguity_to_clear
"set money aside for the future via Kuvera, for a systematic transfer plan",Misc,Investment,context_dependent,ambiguity_corrected,Misc,Investment,clear,ambiguity_to_clear
had to pay for Skillshare required to pass the course,Education,Need,context_dependent,relabelled_and_ambiguity_corrected,Education,Investment,clear,relabelled_type_to_investment; ambiguity_to_clear
UPI-SONYLIV-863042@upi,Entertainment,Want,ambiguous,ambiguity_corrected,Entertainment,Want,clear,ambiguity_to_clear
UPI/BSES/PAYMENT/REF2599,Bills,Need,clear,removed_duplicate,,,,"Normalized duplicate of previously retained transaction: ""upi bses payment ref"""
UPI/NETMEDS/PAYMENT/REF8692,Health,Need,context_dependent,ambiguity_corrected,Health,Need,clear,ambiguity_to_clear
went for Lenskart just because I liked the design,Shopping,Want,context_dependent,ambiguity_corrected,Shopping,Want,clear,ambiguity_to_clear
UPI/MAXHEALTHCAR/PAYMENT/REF2430,Health,Need,ambiguous,removed_duplicate,,,,"Normalized duplicate of previously retained transaction: ""upi maxhealthcar payment ref"""
FORTIS HOSPITAL TXN POS PURCHASE,Health,Need,context_dependent,ambiguity_corrected,Health,Need,clear,ambiguity_to_clear
Upstox for a national pension scheme contribution,Misc,Investment,context_dependent,ambiguity_corrected,Misc,Investment,clear,ambiguity_to_clear
UPI-ICICIDIRECT-ICICIDIRECT@HDFC,Misc,Investment,context_dependent,ambiguity_corrected,Misc,Investment,clear,ambiguity_to_clear
indulged in Snapdeal just because I liked the design,Shopping,Want,context_dependent,ambiguity_corrected,Shopping,Want,clear,ambiguity_to_clear
a brewery for a New Year's party,Party,Want,context_dependent,ambiguity_corrected,Party,Want,clear,ambiguity_to_clear
Flipkart as a birthday gift for myself,Shopping,Want,context_dependent,ambiguity_corrected,Shopping,Want,clear,ambiguity_to_clear
UPI/MORESUPERMAR/PAYMENT/REF7850,Groceries,Want,context_dependent,relabelled_and_ambiguity_corrected,Groceries,Need,clear,relabelled_type_to_need; ambiguity_to_clear
"the expense on MakeMyTrip was unavoidable, for a mandatory office trip",Travel,Need,context_dependent,ambiguity_corrected,Travel,Need,clear,ambiguity_to_clear
CARD PAYMENT ZEPTO,Groceries,Want,context_dependent,relabelled_and_ambiguity_corrected,Groceries,Need,clear,relabelled_type_to_need; ambiguity_to_clear
Ola to get to a work meeting,Travel,Need,context_dependent,ambiguity_corrected,Travel,Need,clear,ambiguity_to_clear
veggies,Groceries,Need,clear,ambiguity_corrected,Groceries,Need,ambiguous,ambiguity_to_ambiguous
Box8 with friends for a celebration,Food,Want,context_dependent,ambiguity_corrected,Food,Want,clear,ambiguity_to_clear
UPI/COINBYZERODH/PAYMENT/REF8758,Misc,Investment,context_dependent,removed_duplicate,,,,"Normalized duplicate of previously retained transaction: ""upi coinbyzerodh payment ref"""
"didn't really need JioCinema, but went ahead anyway, for a weekend movie outing with friends",Entertainment,Want,context_dependent,ambiguity_corrected,Entertainment,Want,clear,ambiguity_to_clear
Coursera required to pass the course,Education,Need,context_dependent,relabelled_and_ambiguity_corrected,Education,Investment,clear,relabelled_type_to_investment; ambiguity_to_clear
Reliance Fresh to try some gourmet imported items,Groceries,Want,context_dependent,ambiguity_corrected,Groceries,Want,clear,ambiguity_to_clear
CARD PAYMENT DOMINOS PIZZA,Food,Want,ambiguous,ambiguity_corrected,Food,Want,clear,ambiguity_to_clear
UPI-VIJAYSALES-963667@upi,Shopping,Want,context_dependent,ambiguity_corrected,Shopping,Want,clear,ambiguity_to_clear
Udemy required to pass the course,Education,Need,context_dependent,relabelled_and_ambiguity_corrected,Education,Investment,clear,relabelled_type_to_investment; ambiguity_to_clear
set aside savings via Upstox for a stock market trade,Misc,Investment,context_dependent,ambiguity_corrected,Misc,Investment,clear,ambiguity_to_clear
"decided to grow long term savings through Kuvera, for a stock market trade",Misc,Investment,context_dependent,ambiguity_corrected,Misc,Investment,clear,ambiguity_to_clear
UPI-STOREPURCHASE-REF5414,Shopping,Want,ambiguous,ambiguity_corrected,Shopping,Want,clear,ambiguity_to_clear
booked Skillshare required for the current semester,Education,Need,context_dependent,removed_unrealistic,,,,Nonsensical template combination or malformed verb-object pairing
UPI-RELIANCEFRES-RELIANCEFRES@SBI,Groceries,Need,context_dependent,ambiguity_corrected,Groceries,Need,clear,ambiguity_to_clear
RELIANCE DIGITAL TXN POS PURCHASE,Shopping,Need,context_dependent,relabelled_and_ambiguity_corrected,Shopping,Want,clear,relabelled_type_to_want; ambiguity_to_clear
CARD PAYMENT BURGER KING,Food,Want,context_dependent,ambiguity_corrected,Food,Want,clear,ambiguity_to_clear
"the expense on Meesho was unavoidable, for a work-from-home setup",Shopping,Need,context_dependent,ambiguity_corrected,Shopping,Need,clear,ambiguity_to_clear
CARD PAYMENT A ROOFTOP BAR,Party,Want,context_dependent,ambiguity_corrected,Party,Want,clear,ambiguity_to_clear
Amazon purchase of a new phone case out of boredom,Shopping,Want,context_dependent,ambiguity_corrected,Shopping,Want,clear,ambiguity_to_clear
Spencer's for daily cooking needs,Groceries,Need,context_dependent,ambiguity_corrected,Groceries,Need,clear,ambiguity_to_clear
medicines,Health,Need,clear,ambiguity_corrected,Health,Need,ambiguous,ambiguity_to_ambiguous
UPI/EATSURE/PAYMENT/REF7693,Food,Want,ambiguous,ambiguity_corrected,Food,Want,clear,ambiguity_to_clear
POS SUBWAY ONLINE,Food,Need,context_dependent,ambiguity_corrected,Food,Need,clear,ambiguity_to_clear
indulged in BEST bus to a concert across town,Travel,Want,context_dependent,ambiguity_corrected,Travel,Want,clear,ambiguity_to_clear
Rapido for a leisure vacation,Travel,Want,context_dependent,ambiguity_corrected,Travel,Want,clear,ambiguity_to_clear
UPI/CULT.FIT/PAYMENT/REF5135,Health,Want,context_dependent,ambiguity_corrected,Health,Want,clear,ambiguity_to_clear
UPI-AROOFTOPBAR-AROOFTOPBAR@HDFC,Party,Want,context_dependent,ambiguity_corrected,Party,Want,clear,ambiguity_to_clear
UPI-UPGRAD-818589@upi,Education,Investment,context_dependent,ambiguity_corrected,Education,Investment,clear,ambiguity_to_clear
POS DELHI METRO PAYMENT,Travel,Need,ambiguous,ambiguity_corrected,Travel,Need,clear,ambiguity_to_clear
UPI-OLACABS-OLA@PAYTM,Travel,Want,ambiguous,ambiguity_corrected,Travel,Want,clear,ambiguity_to_clear
paid for Hotstar for the monthly subscription renewal on a whim,Entertainment,Want,context_dependent,ambiguity_corrected,Entertainment,Want,clear,ambiguity_to_clear
splurged on Ola for a leisure vacation,Travel,Want,context_dependent,ambiguity_corrected,Travel,Want,clear,ambiguity_to_clear
BigBasket for a festive celebration at home,Groceries,Want,context_dependent,ambiguity_corrected,Groceries,Want,clear,ambiguity_to_clear
"didn't really need Fortis Hospital, but went ahead anyway, for a skincare experiment",Health,Want,context_dependent,removed_unrealistic,,,,Nonsensical template combination or malformed verb-object pairing
UPI-GOIBIBO-GOIBIBO@ICICI,Travel,Want,context_dependent,ambiguity_corrected,Travel,Want,clear,ambiguity_to_clear
spent on Blinkit for the week's meals,Groceries,Need,context_dependent,ambiguity_corrected,Groceries,Need,clear,ambiguity_to_clear
UPI-JIOMART-780445@upi,Groceries,Want,context_dependent,relabelled_and_ambiguity_corrected,Groceries,Need,clear,relabelled_type_to_need; ambiguity_to_clear
POS A NIGHTCLUB ONLINE,Party,Want,context_dependent,ambiguity_corrected,Party,Want,clear,ambiguity_to_clear
went for INOX for a weekend movie outing with friends,Entertainment,Want,context_dependent,ambiguity_corrected,Entertainment,Want,clear,ambiguity_to_clear
UPI-AMAZONPRIMEV-AMAZONPRIMEV@SBI,Entertainment,Want,context_dependent,ambiguity_corrected,Entertainment,Want,clear,ambiguity_to_clear
MakeMyTrip for a mandatory office trip,Travel,Need,context_dependent,ambiguity_corrected,Travel,Need,clear,ambiguity_to_clear
UPI/PHARMEASY/PAYMENT/REF1797,Health,Want,context_dependent,relabelled_and_ambiguity_corrected,Health,Need,clear,relabelled_type_to_need; ambiguity_to_clear
CARD PAYMENT VISTARA,Travel,Need,context_dependent,ambiguity_corrected,Travel,Need,clear,ambiguity_to_clear
"decided to grow long term savings through BYJU'S, for a professional certification",Education,Investment,context_dependent,ambiguity_corrected,Education,Investment,clear,ambiguity_to_clear
paid for Max Healthcare for a routine health checkup,Health,Need,context_dependent,ambiguity_corrected,Health,Need,clear,ambiguity_to_clear
"didn't really need Tata 1mg, but went ahead anyway, out of general curiosity",Health,Want,context_dependent,removed_unrealistic,,,,Nonsensical template combination or malformed verb-object pairing
ET Money for a national pension scheme contribution,Misc,Investment,context_dependent,ambiguity_corrected,Misc,Investment,clear,ambiguity_to_clear
BluSmart to attend a friend's party,Travel,Want,context_dependent,ambiguity_corrected,Travel,Want,clear,ambiguity_to_clear
UPI/MCDONALDS/PAYMENT/REF9903,Food,Need,context_dependent,ambiguity_corrected,Food,Need,clear,ambiguity_to_clear
LinkedIn Learning required to pass the course,Education,Need,context_dependent,relabelled_and_ambiguity_corrected,Education,Investment,clear,relabelled_type_to_investment; ambiguity_to_clear
"decided to grow long term savings through Zerodha, for a national pension scheme contribution",Misc,Investment,context_dependent,ambiguity_corrected,Misc,Investment,clear,ambiguity_to_clear
went for Practo as a lifestyle upgrade,Health,Want,context_dependent,ambiguity_corrected,Health,Want,clear,ambiguity_to_clear
SPOTIFY TXN POS PURCHASE,Entertainment,Want,context_dependent,ambiguity_corrected,Entertainment,Want,clear,ambiguity_to_clear
IRCTC ticket for mandatory office relocation travel,Travel,Need,context_dependent,ambiguity_corrected,Travel,Need,clear,ambiguity_to_clear
CARD PAYMENT UPGRAD,Education,Want,context_dependent,relabelled_and_ambiguity_corrected,Education,Investment,clear,relabelled_type_to_investment; ambiguity_to_clear
"didn't really need Sony LIV, but went ahead anyway, for the monthly subscription renewal",Entertainment,Want,context_dependent,ambiguity_corrected,Entertainment,Want,clear,ambiguity_to_clear
CARD PAYMENT MAKEMYTRIP FLIGHT,Travel,Want,context_dependent,ambiguity_corrected,Travel,Want,clear,ambiguity_to_clear
splurged on Wow Momo for a Sunday brunch tradition,Food,Want,context_dependent,ambiguity_corrected,Food,Want,clear,ambiguity_to_clear
Nature's Basket for the monthly household stock-up,Groceries,Need,context_dependent,ambiguity_corrected,Groceries,Need,clear,ambiguity_to_clear
Reliance Digital expense required urgently for daily use,Shopping,Need,context_dependent,ambiguity_corrected,Shopping,Need,clear,ambiguity_to_clear
Cult.fit for a routine health checkup,Health,Need,context_dependent,ambiguity_corrected,Health,Need,clear,ambiguity_to_clear
purchased work formals for the new job,Shopping,Need,clear,relabelled,Shopping,Want,clear,relabelled_type_to_want
POS IRCTC RAIL TICKET,Travel,Need,context_dependent,ambiguity_corrected,Travel,Need,clear,ambiguity_to_clear
put money into Zerodha for a mutual fund purchase,Misc,Investment,context_dependent,ambiguity_corrected,Misc,Investment,clear,ambiguity_to_clear
ordered biryani since the mess food was over for the day,Food,Need,context_dependent,ambiguity_corrected,Food,Need,clear,ambiguity_to_clear
Swiggy lunch delivered to office,Food,Need,context_dependent,ambiguity_corrected,Food,Need,clear,ambiguity_to_clear
transferred money to a friend to split a bill,Misc,Need,ambiguous,ambiguity_corrected,Misc,Need,clear,ambiguity_to_clear
"set money aside for the future via Paytm Money, for a national pension scheme contribution",Misc,Investment,context_dependent,ambiguity_corrected,Misc,Investment,clear,ambiguity_to_clear
bought protein supplements to try out a new diet trend,Health,Want,context_dependent,ambiguity_corrected,Health,Want,clear,ambiguity_to_clear
BLUSMART TXN POS PURCHASE,Travel,Want,ambiguous,ambiguity_corrected,Travel,Want,clear,ambiguity_to_clear
Swiggy for a Sunday brunch tradition,Food,Want,context_dependent,ambiguity_corrected,Food,Want,clear,ambiguity_to_clear
"booked More Supermarket for a festive celebration at home, just for fun",Groceries,Want,context_dependent,removed_unrealistic,,,,Nonsensical template combination or malformed verb-object pairing
VISTARA TXN POS PURCHASE,Travel,Want,context_dependent,ambiguity_corrected,Travel,Want,clear,ambiguity_to_clear
club entry,Party,Want,clear,ambiguity_corrected,Party,Want,ambiguous,ambiguity_to_ambiguous
FLIPKART TXN POS PURCHASE,Shopping,Need,context_dependent,relabelled_and_ambiguity_corrected,Shopping,Want,clear,relabelled_type_to_want; ambiguity_to_clear
splurged on MedPlus to try a new wellness trend,Health,Want,context_dependent,relabelled,Health,Need,context_dependent,relabelled_type_to_need
Ola for a mandatory office trip,Travel,Need,context_dependent,ambiguity_corrected,Travel,Need,clear,ambiguity_to_clear
UPI/SONYLIV/PAYMENT/REF7121,Entertainment,Want,context_dependent,ambiguity_corrected,Entertainment,Want,clear,ambiguity_to_clear
Vijay Sales during a big sale,Shopping,Want,context_dependent,ambiguity_corrected,Shopping,Want,clear,ambiguity_to_clear
paid for Wow Momo to celebrate a promotion on a whim,Food,Want,context_dependent,ambiguity_corrected,Food,Want,clear,ambiguity_to_clear
JioCinema to watch a new season with the family,Entertainment,Want,context_dependent,ambiguity_corrected,Entertainment,Want,clear,ambiguity_to_clear
CARD PAYMENT PAYTM MONEY,Misc,Investment,ambiguous,ambiguity_corrected,Misc,Investment,clear,ambiguity_to_clear
Lenskart just because I liked the design,Shopping,Want,context_dependent,ambiguity_corrected,Shopping,Want,clear,ambiguity_to_clear
Netflix to catch a live concert,Entertainment,Want,context_dependent,ambiguity_corrected,Entertainment,Want,clear,ambiguity_to_clear
indulged in Amazon to try out a new trend,Shopping,Want,context_dependent,ambiguity_corrected,Shopping,Want,clear,ambiguity_to_clear
Flipkart new formal shoes for the office,Shopping,Need,context_dependent,relabelled_and_ambiguity_corrected,Shopping,Want,clear,relabelled_type_to_want; ambiguity_to_clear
"spent on MedPlus more for enjoyment than necessity, to try a new wellness trend",Health,Want,context_dependent,relabelled,Health,Need,context_dependent,relabelled_type_to_need
renewed a streaming subscription mostly out of habit,Entertainment,Want,context_dependent,ambiguity_corrected,Entertainment,Want,clear,ambiguity_to_clear
CARD PAYMENT VIJAY SALES,Shopping,Need,context_dependent,relabelled_and_ambiguity_corrected,Shopping,Want,clear,relabelled_type_to_want; ambiguity_to_clear
CARD PAYMENT BIGBASKET,Groceries,Want,context_dependent,relabelled_and_ambiguity_corrected,Groceries,Need,clear,relabelled_type_to_need; ambiguity_to_clear
UPI-RAPIDO-924622@upi,Travel,Need,context_dependent,removed_duplicate,,,,"Normalized duplicate of previously retained transaction: ""upi rapido upi"""
invested through upGrad to switch to a new career track,Education,Investment,context_dependent,ambiguity_corrected,Education,Investment,clear,ambiguity_to_clear
UPI-ABREWERY-828862@upi,Party,Want,ambiguous,ambiguity_corrected,Party,Want,clear,ambiguity_to_clear
wallet recharge,Misc,Want,ambiguous,ambiguity_corrected,Misc,Want,clear,ambiguity_to_clear
UPI-LINKEDINLEAR-LINKEDINLEAR@ICICI,Education,Investment,ambiguous,ambiguity_corrected,Education,Investment,clear,ambiguity_to_clear
went for DMart for a festive celebration at home,Groceries,Want,context_dependent,ambiguity_corrected,Groceries,Want,clear,ambiguity_to_clear
Groww for a systematic transfer plan,Misc,Investment,context_dependent,ambiguity_corrected,Misc,Investment,clear,ambiguity_to_clear
UPI-SPENCERS-828386@upi,Groceries,Need,context_dependent,ambiguity_corrected,Groceries,Need,clear,ambiguity_to_clear
POS UBER ONLINE,Travel,Want,context_dependent,ambiguity_corrected,Travel,Want,clear,ambiguity_to_clear
CARD PAYMENT GREAT LEARNING,Education,Need,context_dependent,relabelled_and_ambiguity_corrected,Education,Investment,clear,relabelled_type_to_investment; ambiguity_to_clear
UPI-BESTBUS-BESTBUS@AXIS,Travel,Need,context_dependent,ambiguity_corrected,Travel,Need,clear,ambiguity_to_clear
CARD PAYMENT BEHROUZ BIRYANI,Food,Want,ambiguous,ambiguity_corrected,Food,Want,clear,ambiguity_to_clear
UPI/EATSURE/PAYMENT/REF4697,Food,Want,context_dependent,removed_duplicate,,,,"Normalized duplicate of previously retained transaction: ""upi eatsure payment ref"""
UPI-ANIGHTCLUB-ANIGHTCLUB@HDFC,Party,Want,context_dependent,ambiguity_corrected,Party,Want,clear,ambiguity_to_clear
went out for an expensive dinner just for fun,Food,Want,clear,ambiguity_corrected,Food,Want,context_dependent,ambiguity_to_context_dependent
POS CULT.FIT PAYMENT,Health,Need,ambiguous,ambiguity_corrected,Health,Need,clear,ambiguity_to_clear
contributed to Paytm Money for a national pension scheme contribution,Misc,Investment,context_dependent,ambiguity_corrected,Misc,Investment,clear,ambiguity_to_clear
indulged in JioMart for a festive celebration at home,Groceries,Want,context_dependent,ambiguity_corrected,Groceries,Want,clear,ambiguity_to_clear
UPI-TATACLIQ-862650@upi,Shopping,Want,context_dependent,ambiguity_corrected,Shopping,Want,clear,ambiguity_to_clear
POS BIGBASKET PAYMENT,Groceries,Need,context_dependent,ambiguity_corrected,Groceries,Need,clear,ambiguity_to_clear
"could have skipped Myntra, but chose to spend on it, to try out a new trend",Shopping,Want,context_dependent,ambiguity_corrected,Shopping,Want,clear,ambiguity_to_clear
POS ZEE5 ONLINE,Entertainment,Want,context_dependent,ambiguity_corrected,Entertainment,Want,clear,ambiguity_to_clear
UPI/UBER/PAYMENT/REF8527,Travel,Need,context_dependent,removed_duplicate,,,,"Normalized duplicate of previously retained transaction: ""upi uber payment ref"""
used Blinkit for basic household supplies,Groceries,Need,context_dependent,ambiguity_corrected,Groceries,Need,clear,ambiguity_to_clear
CARD PAYMENT FORTIS HOSPITAL,Health,Want,context_dependent,relabelled_and_ambiguity_corrected,Health,Need,clear,relabelled_type_to_need; ambiguity_to_clear
paid for Apollo Pharmacy for a routine health checkup,Health,Need,context_dependent,ambiguity_corrected,Health,Need,clear,ambiguity_to_clear
POS STAR BAZAAR PAYMENT,Groceries,Want,ambiguous,relabelled_and_ambiguity_corrected,Groceries,Need,clear,relabelled_type_to_need; ambiguity_to_clear
CARD PAYMENT COIN BY ZERODHA,Misc,Investment,context_dependent,ambiguity_corrected,Misc,Investment,clear,ambiguity_to_clear
ordered dessert along with the regular dinner,Food,Want,context_dependent,ambiguity_corrected,Food,Want,clear,ambiguity_to_clear
POS SKILLSHARE ONLINE,Education,Need,context_dependent,relabelled_and_ambiguity_corrected,Education,Investment,clear,relabelled_type_to_investment; ambiguity_to_clear
"booked Spotify to catch a live concert, just for fun",Entertainment,Want,context_dependent,removed_unrealistic,,,,Nonsensical template combination or malformed verb-object pairing
splurged on Zomato for a movie night at home,Food,Want,context_dependent,ambiguity_corrected,Food,Want,clear,ambiguity_to_clear
POS TATA 1MG ONLINE,Health,Want,context_dependent,relabelled_and_ambiguity_corrected,Health,Need,clear,relabelled_type_to_need; ambiguity_to_clear
