text,category,type,input_style,ambiguity
ET Money for a national pension scheme contribution,Misc,Investment,merchant,clear
BluSmart to attend a friend's party,Travel,Want,merchant,clear
UPI/MCDONALDS/PAYMENT/REF9903,Food,Need,upi,clear
Groww mutual fund SIP,Misc,Investment,merchant,clear
LinkedIn Learning required to pass the course,Education,Investment,merchant,clear
"decided to grow long term savings through Zerodha, for a national pension scheme contribution",Misc,Investment,semantic,clear
CARD PAYMENT BSES,Bills,Need,bank_statement,clear
went for Practo as a lifestyle upgrade,Health,Want,natural_language,clear
SPOTIFY TXN POS PURCHASE,Entertainment,Want,bank_statement,clear
IRCTC ticket for mandatory office relocation travel,Travel,Need,merchant,clear
CARD PAYMENT UPGRAD,Education,Investment,bank_statement,clear
"didn't really need Sony LIV, but went ahead anyway, for the monthly subscription renewal",Entertainment,Want,semantic,clear
CARD PAYMENT MAKEMYTRIP FLIGHT,Travel,Want,bank_statement,clear
Apollo Pharmacy medicines,Health,Need,merchant,clear
splurged on Wow Momo for a Sunday brunch tradition,Food,Want,natural_language,clear
Nature's Basket for the monthly household stock-up,Groceries,Need,merchant,clear
Reliance Digital expense required urgently for daily use,Shopping,Need,natural_language,clear
Cult.fit for a routine health checkup,Health,Need,merchant,clear
purchased work formals for the new job,Shopping,Want,natural_language,clear
POS IRCTC RAIL TICKET,Travel,Need,bank_statement,clear
put money into Zerodha for a mutual fund purchase,Misc,Investment,natural_language,clear
ordered biryani since the mess food was over for the day,Food,Need,semantic,clear
Swiggy lunch delivered to office,Food,Need,merchant,clear
transferred money to a friend to split a bill,Misc,Need,semantic,clear
"spent on Goibibo more for enjoyment than necessity, to attend a friend's party",Travel,Want,semantic,context_dependent
"set money aside for the future via Paytm Money, for a national pension scheme contribution",Misc,Investment,semantic,clear
Spencer's to try imported snacks out of curiosity,Groceries,Want,merchant,context_dependent
paid semester college tuition fees,Education,Need,natural_language,clear
Wow Momo for a weekend treat,Food,Want,merchant,context_dependent
miscellaneous charge,Misc,Want,short_keyword,ambiguous
takeaway,Food,Want,short_keyword,ambiguous
bought protein supplements to try out a new diet trend,Health,Want,natural_language,clear
BLUSMART TXN POS PURCHASE,Travel,Want,bank_statement,clear
Swiggy for a Sunday brunch tradition,Food,Want,merchant,clear
VISTARA TXN POS PURCHASE,Travel,Want,bank_statement,clear
club entry,Party,Want,short_keyword,ambiguous
FLIPKART TXN POS PURCHASE,Shopping,Want,bank_statement,clear
splurged on MedPlus to try a new wellness trend,Health,Need,natural_language,context_dependent
Ola for a mandatory office trip,Travel,Need,merchant,clear
UPI/SONYLIV/PAYMENT/REF7121,Entertainment,Want,upi,clear
UPI-BARTAB-PUBNIGHT@HDFC,Party,Want,upi,clear
Vijay Sales during a big sale,Shopping,Want,merchant,clear
CARD PAYMENT NIGHTCLUB ENTRY,Party,Want,bank_statement,clear
paid for Wow Momo to celebrate a promotion on a whim,Food,Want,natural_language,clear
Ajio festive sale shopping spree,Shopping,Want,merchant,clear
JioCinema to watch a new season with the family,Entertainment,Want,merchant,clear
CARD PAYMENT PAYTM MONEY,Misc,Investment,bank_statement,clear
had no choice but to pay for Meru Cabs since it was for a mandatory office trip,Travel,Need,semantic,context_dependent
POS MYNTRA DESIGNS,Shopping,Want,bank_statement,clear
Lenskart just because I liked the design,Shopping,Want,merchant,clear
Netflix to catch a live concert,Entertainment,Want,merchant,clear
indulged in Amazon to try out a new trend,Shopping,Want,natural_language,clear
Flipkart new formal shoes for the office,Shopping,Want,merchant,clear
"spent on MedPlus more for enjoyment than necessity, to try a new wellness trend",Health,Need,semantic,context_dependent
Great Learning required for the current semester,Education,Need,merchant,context_dependent
renewed a streaming subscription mostly out of habit,Entertainment,Want,semantic,clear
splurged on More Supermarket to try imported snacks out of curiosity,Groceries,Want,natural_language,context_dependent
CARD PAYMENT VIJAY SALES,Shopping,Want,bank_statement,clear
CARD PAYMENT BIGBASKET,Groceries,Need,bank_statement,clear
invested through upGrad to switch to a new career track,Education,Investment,natural_language,clear
UPI-ABREWERY-828862@upi,Party,Want,upi,clear
wallet recharge,Misc,Want,natural_language,clear
Housing Society for monthly maintenance charges,Bills,Need,merchant,clear
had no choice but to pay for EatSure since it was during a family emergency at home,Food,Need,semantic,context_dependent
"booked a local pub for a farewell celebration, just for fun",Party,Want,natural_language,context_dependent
UPI-LINKEDINLEAR-LINKEDINLEAR@ICICI,Education,Investment,upi,clear
went for DMart for a festive celebration at home,Groceries,Want,natural_language,clear
Groww for a systematic transfer plan,Misc,Investment,merchant,clear
UPI-SPENCERS-828386@upi,Groceries,Need,upi,clear
Coursera data science specialization,Education,Investment,merchant,clear
bought the medicine the doctor prescribed yesterday,Health,Need,semantic,clear
More Supermarket to try imported snacks out of curiosity,Groceries,Want,merchant,context_dependent
"didn't really need Subway, but went ahead anyway, to try a new outlet everyone was talking about",Food,Want,semantic,context_dependent
POS UBER ONLINE,Travel,Want,bank_statement,clear
CARD PAYMENT GREAT LEARNING,Education,Investment,bank_statement,clear
TATA SKY TXN POS PURCHASE,Bills,Need,bank_statement,clear
UPI-BESTBUS-BESTBUS@AXIS,Travel,Need,upi,clear
CARD PAYMENT BEHROUZ BIRYANI,Food,Want,bank_statement,clear
UPI-ANIGHTCLUB-ANIGHTCLUB@HDFC,Party,Want,upi,clear
indulged in Spencer's for an elaborate weekend cooking project,Groceries,Want,natural_language,context_dependent
UPI-HOUSINGSOCIE-936454@upi,Bills,Need,upi,clear
went out for an expensive dinner just for fun,Food,Want,natural_language,context_dependent
POS CULT.FIT PAYMENT,Health,Need,bank_statement,clear
treated myself to Zepto to try imported snacks out of curiosity,Groceries,Want,natural_language,context_dependent
contributed to Paytm Money for a national pension scheme contribution,Misc,Investment,natural_language,clear
indulged in JioMart for a festive celebration at home,Groceries,Want,natural_language,clear
Municipal Water Board expense for the water supply bill,Bills,Need,natural_language,clear
UPI-TATACLIQ-862650@upi,Shopping,Want,upi,clear
basic groceries for the week,Groceries,Need,natural_language,clear
POS BIGBASKET PAYMENT,Groceries,Need,bank_statement,clear
"could have skipped Myntra, but chose to spend on it, to try out a new trend",Shopping,Want,semantic,clear
POS ZEE5 ONLINE,Entertainment,Want,bank_statement,clear
used Blinkit for basic household supplies,Groceries,Need,natural_language,clear
CARD PAYMENT FORTIS HOSPITAL,Health,Need,bank_statement,clear
paid for Delhi Metro to rush to the hospital,Travel,Need,natural_language,context_dependent
snacks,Food,Want,short_keyword,ambiguous
paid for Apollo Pharmacy for a routine health checkup,Health,Need,natural_language,clear
Zepto for an elaborate weekend cooking project,Groceries,Want,merchant,context_dependent
POS STAR BAZAAR PAYMENT,Groceries,Need,bank_statement,clear
"didn't really need Mumbai Metro, but went ahead anyway, to explore a new city",Travel,Want,semantic,context_dependent
Amazon purchase,Shopping,Want,short_keyword,ambiguous
paid MSEDCL electricity bill,Bills,Need,natural_language,clear
CARD PAYMENT COIN BY ZERODHA,Misc,Investment,bank_statement,clear
"spent on Meesho more for enjoyment than necessity, as a birthday gift for myself",Shopping,Want,semantic,context_dependent
ordered dessert along with the regular dinner,Food,Want,natural_language,clear
POS SKILLSHARE ONLINE,Education,Investment,bank_statement,clear
bought a hobby painting class just for fun,Education,Want,semantic,context_dependent
INOX weekend movie outing,Entertainment,Want,merchant,clear
monthly SIP,Misc,Investment,natural_language,clear
NPS contribution,Misc,Investment,natural_language,clear
ordered food because I had no time to cook after work,Food,Need,natural_language,clear
splurged on Zomato for a movie night at home,Food,Want,natural_language,clear
POS TATA 1MG ONLINE,Health,Need,bank_statement,clear
UPI/KUVERA/PAYMENT/REF4727,Misc,Investment,upi,clear
AIRTEL TXN POS PURCHASE,Bills,Need,bank_statement,clear
POS ET MONEY PAYMENT,Misc,Investment,bank_statement,clear
UPI-APOLLOPHARMACY,Health,Need,upi,clear
rent,Bills,Need,short_keyword,ambiguous
treated myself to PVR for binge watching over the weekend,Entertainment,Want,natural_language,clear
Vistara for a weekend getaway,Travel,Want,merchant,clear
UPI-WOWMOMO-854739@upi,Food,Want,upi,clear
spent on Jio for the mobile recharge plan,Bills,Need,natural_language,clear
CARD PAYMENT SPICEJET,Travel,Need,bank_statement,clear
bought tickets for a live stand up comedy show,Entertainment,Want,natural_language,clear
"spent on Spencer's more for enjoyment than necessity, to try imported snacks out of curiosity",Groceries,Want,semantic,context_dependent
UPI-BOX8-928529@upi,Food,Want,upi,clear
"could have skipped Great Learning, but chose to spend on it, purely for personal enrichment",Education,Want,semantic,context_dependent
Flipkart expense because the monsoon damaged the old one,Shopping,Need,natural_language,clear
POS TATA CLIQ PAYMENT,Shopping,Want,bank_statement,clear
splurged on Flipkart during a big sale,Shopping,Want,natural_language,clear
UPI-SPOTIFY-726924@upi,Entertainment,Want,upi,clear
MCDONALD'S TXN POS PURCHASE,Food,Need,bank_statement,clear
paid for BluSmart to rush to the hospital,Travel,Need,natural_language,context_dependent
medical payment,Health,Need,natural_language,ambiguous
POS IRCTC PAYMENT,Travel,Need,bank_statement,clear
Nature's Basket premium ingredients for a dinner party,Groceries,Want,merchant,clear
POS NETMEDS PAYMENT,Health,Need,bank_statement,clear
