text,category,type,input_style,ambiguity,group_id,split
UPI-MYNTRA-MYNTRA@ICICI,Shopping,Want,upi,clear,shopping_myntra,train
UDEMY TXN POS PURCHASE,Education,Investment,bank_statement,clear,education_udemy,train
bought decorations and drinks for a New Year house party,Party,Want,semantic,clear,party_house_party,train
Sony LIV for the monthly subscription renewal,Entertainment,Want,merchant,clear,entertainment_sonyliv,train
UPI/UBER/PAYMENT/REF7224,Travel,Need,upi,clear,travel_uber,validation
a lounge bar for a friend's birthday celebration,Party,Want,merchant,clear,party_lounge_bar,test
CARD PAYMENT NETFLIX.COM,Entertainment,Want,bank_statement,clear,entertainment_netflix,train
Wow Momo expense when there was nothing left in the fridge,Food,Need,natural_language,context_dependent,food_wowmomo,test
UPI-UDEMY-UDEMY@PAYTM,Education,Investment,upi,clear,education_udemy,train
"could have skipped Netmeds, but chose to spend on it, for a skincare experiment",Health,Need,semantic,clear,health_netmeds,test
MSEDCL TXN POS PURCHASE,Bills,Need,bank_statement,clear,bills_msedcl,train
"booked Delhi Metro to explore a new city, just for fun",Travel,Want,natural_language,context_dependent,travel_delhi_metro,train
Paytm Money for a stock market trade,Misc,Investment,merchant,clear,misc_paytm_money,validation
had to pay for Vodafone Idea for the prepaid mobile recharge,Bills,Need,natural_language,clear,bills_vodafone,train
BluSmart to rush to the hospital,Travel,Need,merchant,context_dependent,travel_blusmart,train
bill payment,Bills,Need,natural_language,clear,scenario_bills_residual,train
RELIANCE FRESH TXN POS PURCHASE,Groceries,Need,bank_statement,clear,shopping_general_retail,validation
POS GREAT LEARNING ONLINE,Education,Investment,bank_statement,clear,education_great_learning,validation
SIP,Misc,Investment,short_keyword,ambiguous,scenario_misc_residual,train
paid for JioMart to try some gourmet imported items on a whim,Groceries,Want,natural_language,clear,bills_jio,validation
metro,Travel,Need,short_keyword,clear,scenario_travel_residual,test
UPI-PHARMEASY-PHARMEASY@YBL,Health,Need,upi,clear,health_pharmeasy,test
spent on McDonald's while studying for an exam late at night,Food,Need,natural_language,context_dependent,food_mcdonald,train
Reliance Fresh after running out of cooking essentials,Groceries,Need,merchant,clear,scenario_groceries_residual,train
Zepto for a festive celebration at home,Groceries,Want,merchant,clear,groceries_zepto,train
UPI-SUBWAY-833864@upi,Food,Want,upi,clear,food_subway,train
UPI/GROWW/PAYMENT/REF4084,Misc,Investment,upi,clear,misc_groww,train
paid for Lenskart as a birthday gift for myself on a whim,Shopping,Want,natural_language,clear,shopping_lenskart,train
CROMA TXN POS PURCHASE,Shopping,Want,bank_statement,clear,shopping_croma,test
UPI-GOIBIBO-GOIBIBO@SBI,Travel,Want,upi,clear,travel_goibibo,train
McDonald's between back to back lectures,Food,Need,merchant,clear,food_mcdonald,train
CARD PAYMENT GROWW,Misc,Investment,bank_statement,clear,misc_groww,train
Tata 1mg for a routine health checkup,Health,Need,merchant,clear,health_1mg,train
UPI/MUMBAIMETRO/PAYMENT/REF6763,Travel,Need,upi,clear,travel_mumbai_metro,train
SpiceJet for a hospital appointment,Travel,Need,merchant,clear,travel_spicejet,train
went for PharmEasy to try a trending supplement,Health,Need,natural_language,clear,health_pharmeasy,test
paid for 1mg Diagnostics after a doctor's referral,Health,Need,natural_language,clear,health_1mg,train
splurged on INOX to watch a new season with the family,Entertainment,Want,natural_language,clear,entertainment_inox,train
Udemy web development course,Education,Investment,merchant,clear,education_udemy,train
Croma during a big sale,Shopping,Want,merchant,clear,shopping_croma,test
HALDIRAM'S TXN POS PURCHASE,Food,Want,bank_statement,clear,food_haldiram,validation
IRCTC for a spontaneous road trip,Travel,Want,merchant,context_dependent,travel_irctc,train
DMart for an elaborate weekend cooking project,Groceries,Want,merchant,context_dependent,groceries_dmart,train
"didn't really need BookMyShow, but went ahead anyway, for the monthly subscription renewal",Entertainment,Want,semantic,clear,entertainment_bookmyshow,train
UPI/COINBYZERODH/PAYMENT/REF9914,Misc,Investment,upi,clear,misc_zerodha,train
POS UBER TRIP MUMBAI,Travel,Need,bank_statement,clear,travel_uber,validation
Zomato dinner order with friends,Food,Want,merchant,clear,food_zomato,test
Nykaa as a birthday gift for myself,Shopping,Want,merchant,clear,shopping_nykaa,train
POS CROMA PAYMENT,Shopping,Want,bank_statement,clear,shopping_croma,test
lunch,Food,Need,short_keyword,ambiguous,food_general_dining,train
POS SWIGGY ONLINE,Food,Need,bank_statement,clear,food_swiggy,test
had no choice but to pay for Udemy since it was compulsory for the degree program,Education,Need,semantic,context_dependent,education_udemy,train
UPI-UNACADEMY-922075@upi,Education,Investment,upi,clear,education_unacademy,train
HOUSING SOCIETY TXN POS PURCHASE,Bills,Need,bank_statement,clear,bills_housing_society,train
MSEDCL for this month's electricity usage,Bills,Need,merchant,clear,bills_msedcl,train
CARD PAYMENT CROMA ELECTRONICS,Shopping,Want,bank_statement,clear,shopping_croma,test
"the expense on MakeMyTrip was unavoidable, for the daily office commute",Travel,Need,semantic,clear,travel_makemytrip,train
"booked a brewery for a spontaneous Friday night out, just for fun",Party,Want,natural_language,context_dependent,party_brewery,train
Wow Momo to celebrate a promotion,Food,Want,merchant,clear,food_wowmomo,test
paid for fuel while driving to work every day,Travel,Need,natural_language,clear,bills_vodafone,train
put money into Kuvera for a corporate bond purchase,Misc,Investment,natural_language,clear,misc_kuvera,test
went for Reliance Digital because everyone else already had it,Shopping,Want,natural_language,context_dependent,shopping_reliance_digital,validation
POS MCDONALD'S PAYMENT,Food,Want,bank_statement,clear,food_mcdonald,train
paid for the train pass I use every day to travel to college,Travel,Need,semantic,clear,travel_irctc,train
UPI/1MGDIAGNOSTI/PAYMENT/REF6347,Health,Need,upi,clear,health_1mg,train
"spent on Zomato more for enjoyment than necessity, for a movie night at home",Food,Want,semantic,context_dependent,food_zomato,test
"didn't really need BEST bus, but went ahead anyway, for a weekend getaway",Travel,Want,semantic,clear,travel_best_bus,train
UPI/HOTSTAR/PAYMENT/REF7765,Entertainment,Want,upi,clear,entertainment_hotstar,train
UPI-KUVERA-KUVERA@HDFC,Misc,Investment,upi,clear,misc_kuvera,test
course fee,Education,Investment,short_keyword,ambiguous,scenario_education_residual,train
"spent on Haldiram's more for enjoyment than necessity, for a Sunday brunch tradition",Food,Want,semantic,context_dependent,food_haldiram,validation
POS 1MG DIAGNOSTICS PAYMENT,Health,Need,bank_statement,clear,health_1mg,train
Rapido for a solo backpacking trip,Travel,Want,merchant,clear,travel_rapido,test
UPI-1MGDIAGNOSTI-1MGDIAGNOSTI@PAYTM,Health,Need,upi,clear,health_1mg,train
bank charges deducted,Misc,Need,bank_statement,clear,misc_bank_charges,train
UPI-YATRA-YATRA@HDFC,Travel,Want,upi,clear,travel_yatra,train
Wow Momo when there was nothing left in the fridge,Food,Need,merchant,context_dependent,food_wowmomo,test
Practo for ongoing medical treatment,Health,Need,merchant,clear,health_practo,validation
UPI/PHARMEASY/MEDICINE/REF4471,Health,Need,upi,clear,health_pharmeasy,test
WOW MOMO TXN POS PURCHASE,Food,Want,bank_statement,clear,food_wowmomo,test
splurged on KFC for a Sunday brunch tradition,Food,Want,natural_language,clear,food_kfc,train
UPI/HALDIRAMS/PAYMENT/REF7078,Food,Need,upi,clear,food_haldiram,validation
purchased medicine prescribed by the doctor,Health,Need,natural_language,clear,health_hospital_surgery,train
"the expense on Blinkit was unavoidable, after running out of cooking essentials",Groceries,Need,semantic,clear,groceries_blinkit,train
grabbed a quick sandwich between back to back meetings,Food,Need,semantic,clear,scenario_food_residual,train
"bought milk, bread and eggs for the house",Groceries,Need,semantic,clear,scenario_groceries_residual,train
Lenskart for essential office supplies,Shopping,Want,merchant,clear,shopping_lenskart,train
Croma to try out a new trend,Shopping,Want,merchant,clear,shopping_croma,test
UPI-PRACTO-846996@upi,Health,Need,upi,clear,health_practo,validation
paid for PharmEasy for a routine health checkup,Health,Need,natural_language,clear,health_pharmeasy,test
Blinkit for basic household supplies,Groceries,Need,merchant,clear,groceries_blinkit,train
"decided to grow long term savings through Skillshare, to boost my career prospects",Education,Investment,semantic,context_dependent,bills_vodafone,train
used Netmeds for a chronic condition follow-up,Health,Need,natural_language,clear,health_netmeds,test
"set money aside for the future via Kuvera, for a systematic transfer plan",Misc,Investment,semantic,clear,bills_vodafone,train
"booked Burger King for a movie night at home, just for fun",Food,Want,natural_language,context_dependent,food_burger_king,train
had to pay for Skillshare required to pass the course,Education,Investment,natural_language,clear,education_skillshare,train
UPI-SONYLIV-863042@upi,Entertainment,Want,upi,clear,entertainment_sonyliv,train
indulged in Faasos for a weekend treat,Food,Want,natural_language,context_dependent,food_faasos,test
UPI/NETMEDS/PAYMENT/REF8692,Health,Need,upi,clear,health_netmeds,test
went for Lenskart just because I liked the design,Shopping,Want,natural_language,clear,shopping_lenskart,train
UPI-ADANIELECTRI-ADANIELECTRI@AXIS,Bills,Need,upi,clear,scenario_bills_residual,train
FORTIS HOSPITAL TXN POS PURCHASE,Health,Need,bank_statement,clear,health_fortis,train
Upstox for a national pension scheme contribution,Misc,Investment,merchant,clear,misc_upstox,train
"booked SpiceJet for a spontaneous road trip, just for fun",Travel,Want,natural_language,context_dependent,travel_spicejet,train
had no choice but to pay for Practo since it was to get a diagnostic test done,Health,Need,semantic,context_dependent,health_practo,validation
invested through LinkedIn Learning to stay competitive at work,Education,Investment,natural_language,context_dependent,education_linkedin_learning,train
UPI-ICICIDIRECT-ICICIDIRECT@HDFC,Misc,Investment,upi,clear,scenario_misc_residual,train
"could have skipped Spotify, but chose to spend on it, for a birthday movie marathon",Entertainment,Want,semantic,context_dependent,bills_vodafone,train
indulged in Snapdeal just because I liked the design,Shopping,Want,natural_language,clear,shopping_snapdeal,validation
a brewery for a New Year's party,Party,Want,merchant,clear,party_brewery,train
Flipkart as a birthday gift for myself,Shopping,Want,merchant,clear,shopping_flipkart,train
"spent on JioCinema more for enjoyment than necessity, to watch a new season with the family",Entertainment,Want,semantic,context_dependent,bills_jio,validation
UPI/MORESUPERMAR/PAYMENT/REF7850,Groceries,Need,upi,clear,scenario_groceries_residual,train
splurged on an expensive tasting menu just to celebrate,Food,Want,semantic,clear,scenario_food_residual,train
"the expense on MakeMyTrip was unavoidable, for a mandatory office trip",Travel,Need,semantic,clear,travel_makemytrip,train
CARD PAYMENT ZEPTO,Groceries,Need,bank_statement,clear,groceries_zepto,train
Ola to get to a work meeting,Travel,Need,merchant,clear,travel_ola,train
veggies,Groceries,Need,short_keyword,ambiguous,scenario_groceries_residual,train
local kirana store monthly ration,Groceries,Need,merchant,clear,groceries_ration_general,train
Box8 with friends for a celebration,Food,Want,merchant,clear,food_box8,train
had no choice but to pay for Swiggy since it was during a busy workday,Food,Need,semantic,context_dependent,food_swiggy,test
went for Burger King to try a new outlet everyone was talking about,Food,Want,natural_language,context_dependent,food_burger_king,train
"didn't really need JioCinema, but went ahead anyway, for a weekend movie outing with friends",Entertainment,Want,semantic,clear,bills_jio,validation
PVR movie tickets with friends,Entertainment,Want,merchant,clear,bills_vodafone,train
Coursera required to pass the course,Education,Investment,merchant,clear,education_coursera,train
Reliance Fresh to try some gourmet imported items,Groceries,Want,merchant,clear,scenario_groceries_residual,train
CARD PAYMENT DOMINOS PIZZA,Food,Want,bank_statement,clear,food_domino,train
UPI-VIJAYSALES-963667@upi,Shopping,Want,upi,clear,bills_vodafone,train
Udemy required to pass the course,Education,Investment,merchant,clear,education_udemy,train
Sony LIV for a birthday movie marathon,Entertainment,Want,merchant,context_dependent,bills_vodafone,train
set aside savings via Upstox for a stock market trade,Misc,Investment,natural_language,clear,bills_vodafone,train
"decided to grow long term savings through Kuvera, for a stock market trade",Misc,Investment,semantic,clear,bills_vodafone,train
UPI-STOREPURCHASE-REF5414,Shopping,Want,upi,clear,scenario_shopping_residual,train
UPI-RELIANCEFRES-RELIANCEFRES@SBI,Groceries,Need,upi,clear,scenario_groceries_residual,train
RELIANCE DIGITAL TXN POS PURCHASE,Shopping,Want,bank_statement,clear,shopping_reliance_digital,validation
CARD PAYMENT BURGER KING,Food,Want,bank_statement,clear,food_burger_king,train
"the expense on Meesho was unavoidable, for a work-from-home setup",Shopping,Need,semantic,clear,shopping_meesho,train
CARD PAYMENT A ROOFTOP BAR,Party,Want,bank_statement,clear,party_rooftop_bar,validation
Amazon purchase of a new phone case out of boredom,Shopping,Want,merchant,clear,shopping_amazon,train
paid for physiotherapy sessions after an injury,Health,Need,natural_language,clear,scenario_health_residual,train
UPI-DMART-DMART@HDFC,Groceries,Need,upi,clear,groceries_dmart,train
indulged in Spotify to unwind after a long week,Entertainment,Want,natural_language,context_dependent,entertainment_spotify,test
Spencer's for daily cooking needs,Groceries,Need,merchant,clear,groceries_spencer,train
went to a movie with friends,Entertainment,Want,natural_language,clear,bills_vodafone,train
replaced a broken laptop charger urgently before a meeting,Shopping,Need,semantic,clear,shopping_wfh_gear,validation
medicines,Health,Need,short_keyword,ambiguous,health_medical_general,train
Blinkit for hosting a dinner party,Groceries,Want,merchant,context_dependent,food_general_dining,train
UPI/EATSURE/PAYMENT/REF7693,Food,Want,upi,clear,food_eatsure,train
POS SUBWAY ONLINE,Food,Need,bank_statement,clear,food_subway,train
ACT Fibernet for the broadband connection at home,Bills,Need,merchant,clear,bills_act_fibernet,validation
indulged in BEST bus to a concert across town,Travel,Want,natural_language,clear,travel_best_bus,train
Rapido for a leisure vacation,Travel,Want,merchant,clear,travel_rapido,test
UPI/CULT.FIT/PAYMENT/REF5135,Health,Want,upi,clear,health_cult_fit,train
Zomato when there was nothing left in the fridge,Food,Need,merchant,context_dependent,food_zomato,test
UPI-AROOFTOPBAR-AROOFTOPBAR@HDFC,Party,Want,upi,clear,party_rooftop_bar,validation
spent on MSEDCL for this month's electricity usage,Bills,Need,natural_language,clear,bills_msedcl,train
CARD PAYMENT JIO RECHARGE,Bills,Need,bank_statement,clear,bills_jio,validation
UPI-UPGRAD-818589@upi,Education,Investment,upi,clear,education_upgrad,test
POS DELHI METRO PAYMENT,Travel,Need,bank_statement,clear,travel_delhi_metro,train
UPI-OLACABS-OLA@PAYTM,Travel,Want,upi,clear,travel_ola,train
paid for Hotstar for the monthly subscription renewal on a whim,Entertainment,Want,natural_language,clear,entertainment_hotstar,train
splurged on Ola for a leisure vacation,Travel,Want,natural_language,clear,travel_ola,train
BigBasket for a festive celebration at home,Groceries,Want,merchant,clear,groceries_bigbasket,test
"booked Box8 for a weekend treat, just for fun",Food,Want,natural_language,context_dependent,food_box8,train
UPI-GOIBIBO-GOIBIBO@ICICI,Travel,Want,upi,clear,travel_goibibo,train
Tata Power monthly electricity bill,Bills,Need,merchant,clear,bills_tata_power,train
spent on Blinkit for the week's meals,Groceries,Need,natural_language,clear,food_general_dining,train
UPI-JIOMART-780445@upi,Groceries,Need,upi,clear,bills_jio,validation
bought arcade tokens during a mall visit,Entertainment,Want,semantic,clear,bills_vodafone,train
paid for Jio for the mobile recharge plan,Bills,Need,natural_language,clear,bills_jio,validation
POS A NIGHTCLUB ONLINE,Party,Want,bank_statement,clear,party_nightclub,test
went for INOX for a weekend movie outing with friends,Entertainment,Want,natural_language,clear,bills_vodafone,train
UPI-BESTBUS-MUMBAI,Travel,Need,upi,clear,travel_best_bus,train
UPI-ACTFIBERNET-940050@upi,Bills,Need,upi,clear,bills_act_fibernet,validation
UPI-AMAZONPRIMEV-AMAZONPRIMEV@SBI,Entertainment,Want,upi,clear,shopping_amazon,train
had no choice but to pay for Faasos since it was when there was nothing left in the fridge,Food,Need,semantic,context_dependent,food_faasos,test
MakeMyTrip for a mandatory office trip,Travel,Need,merchant,clear,travel_makemytrip,train
Nature's Basket to try imported snacks out of curiosity,Groceries,Want,merchant,context_dependent,groceries_natures_basket,train
UPI/PHARMEASY/PAYMENT/REF1797,Health,Need,upi,clear,health_pharmeasy,test
CARD PAYMENT VISTARA,Travel,Need,bank_statement,clear,bills_vodafone,train
"decided to grow long term savings through BYJU'S, for a professional certification",Education,Investment,semantic,clear,bills_vodafone,train
paid for Max Healthcare for a routine health checkup,Health,Need,natural_language,clear,health_max_healthcare,train
monthly house rent payment,Bills,Need,natural_language,clear,bills_rent,train
replacement charger required for work,Shopping,Need,semantic,clear,scenario_shopping_residual,train
"stocked up on rice, dal and cooking oil",Groceries,Need,natural_language,clear,scenario_groceries_residual,train
KFC when there was nothing left in the fridge,Food,Need,merchant,context_dependent,food_kfc,train
ET Money for a national pension scheme contribution,Misc,Investment,merchant,clear,misc_etmoney,validation
BluSmart to attend a friend's party,Travel,Want,merchant,clear,travel_blusmart,train
UPI/MCDONALDS/PAYMENT/REF9903,Food,Need,upi,clear,food_mcdonald,train
Groww mutual fund SIP,Misc,Investment,merchant,clear,misc_groww,train
LinkedIn Learning required to pass the course,Education,Investment,merchant,clear,education_linkedin_learning,train
"decided to grow long term savings through Zerodha, for a national pension scheme contribution",Misc,Investment,semantic,clear,bills_vodafone,train
CARD PAYMENT BSES,Bills,Need,bank_statement,clear,bills_bses,test
went for Practo as a lifestyle upgrade,Health,Want,natural_language,clear,health_practo,validation
SPOTIFY TXN POS PURCHASE,Entertainment,Want,bank_statement,clear,entertainment_spotify,test
IRCTC ticket for mandatory office relocation travel,Travel,Need,merchant,clear,travel_irctc,train
CARD PAYMENT UPGRAD,Education,Investment,bank_statement,clear,education_upgrad,test
"didn't really need Sony LIV, but went ahead anyway, for the monthly subscription renewal",Entertainment,Want,semantic,clear,entertainment_sonyliv,train
CARD PAYMENT MAKEMYTRIP FLIGHT,Travel,Want,bank_statement,clear,travel_makemytrip,train
Apollo Pharmacy medicines,Health,Need,merchant,clear,health_apollo,validation
splurged on Wow Momo for a Sunday brunch tradition,Food,Want,natural_language,clear,food_wowmomo,test
Nature's Basket for the monthly household stock-up,Groceries,Need,merchant,clear,groceries_natures_basket,train
Reliance Digital expense required urgently for daily use,Shopping,Need,natural_language,clear,shopping_reliance_digital,validation
Cult.fit for a routine health checkup,Health,Need,merchant,clear,health_cult_fit,train
purchased work formals for the new job,Shopping,Want,natural_language,clear,scenario_shopping_residual,train
POS IRCTC RAIL TICKET,Travel,Need,bank_statement,clear,travel_irctc,train
put money into Zerodha for a mutual fund purchase,Misc,Investment,natural_language,clear,misc_zerodha,train
ordered biryani since the mess food was over for the day,Food,Need,semantic,clear,scenario_food_residual,train
Swiggy lunch delivered to office,Food,Need,merchant,clear,food_swiggy,test
transferred money to a friend to split a bill,Misc,Need,semantic,clear,misc_friend_split,train
"spent on Goibibo more for enjoyment than necessity, to attend a friend's party",Travel,Want,semantic,context_dependent,travel_goibibo,train
"set money aside for the future via Paytm Money, for a national pension scheme contribution",Misc,Investment,semantic,clear,bills_vodafone,train
Spencer's to try imported snacks out of curiosity,Groceries,Want,merchant,context_dependent,groceries_spencer,train
paid semester college tuition fees,Education,Need,natural_language,clear,education_academic_general,train
Wow Momo for a weekend treat,Food,Want,merchant,context_dependent,food_wowmomo,test
miscellaneous charge,Misc,Want,short_keyword,ambiguous,scenario_misc_residual,train
takeaway,Food,Want,short_keyword,ambiguous,scenario_food_residual,train
bought protein supplements to try out a new diet trend,Health,Want,natural_language,clear,health_protein,validation
BLUSMART TXN POS PURCHASE,Travel,Want,bank_statement,clear,travel_blusmart,train
Swiggy for a Sunday brunch tradition,Food,Want,merchant,clear,food_swiggy,test
VISTARA TXN POS PURCHASE,Travel,Want,bank_statement,clear,bills_vodafone,train
club entry,Party,Want,short_keyword,ambiguous,party_nightclub,test
FLIPKART TXN POS PURCHASE,Shopping,Want,bank_statement,clear,shopping_flipkart,train
splurged on MedPlus to try a new wellness trend,Health,Need,natural_language,context_dependent,health_medplus,train
Ola for a mandatory office trip,Travel,Need,merchant,clear,travel_ola,train
UPI/SONYLIV/PAYMENT/REF7121,Entertainment,Want,upi,clear,entertainment_sonyliv,train
UPI-BARTAB-PUBNIGHT@HDFC,Party,Want,upi,clear,party_local_pub,train
Vijay Sales during a big sale,Shopping,Want,merchant,clear,bills_vodafone,train
CARD PAYMENT NIGHTCLUB ENTRY,Party,Want,bank_statement,clear,party_nightclub,test
paid for Wow Momo to celebrate a promotion on a whim,Food,Want,natural_language,clear,food_wowmomo,test
Ajio festive sale shopping spree,Shopping,Want,merchant,clear,bills_jio,validation
JioCinema to watch a new season with the family,Entertainment,Want,merchant,clear,bills_jio,validation
CARD PAYMENT PAYTM MONEY,Misc,Investment,bank_statement,clear,misc_paytm_money,validation
had no choice but to pay for Meru Cabs since it was for a mandatory office trip,Travel,Need,semantic,context_dependent,travel_meru,train
POS MYNTRA DESIGNS,Shopping,Want,bank_statement,clear,shopping_myntra,train
Lenskart just because I liked the design,Shopping,Want,merchant,clear,shopping_lenskart,train
Netflix to catch a live concert,Entertainment,Want,merchant,clear,entertainment_netflix,train
indulged in Amazon to try out a new trend,Shopping,Want,natural_language,clear,shopping_amazon,train
Flipkart new formal shoes for the office,Shopping,Want,merchant,clear,shopping_flipkart,train
"spent on MedPlus more for enjoyment than necessity, to try a new wellness trend",Health,Need,semantic,context_dependent,health_medplus,train
Great Learning required for the current semester,Education,Need,merchant,context_dependent,bills_rent,train
renewed a streaming subscription mostly out of habit,Entertainment,Want,semantic,clear,scenario_entertainment_residual,train
splurged on More Supermarket to try imported snacks out of curiosity,Groceries,Want,natural_language,context_dependent,groceries_more_supermarket,train
CARD PAYMENT VIJAY SALES,Shopping,Want,bank_statement,clear,bills_vodafone,train
CARD PAYMENT BIGBASKET,Groceries,Need,bank_statement,clear,groceries_bigbasket,test
invested through upGrad to switch to a new career track,Education,Investment,natural_language,clear,education_upgrad,test
UPI-ABREWERY-828862@upi,Party,Want,upi,clear,party_brewery,train
wallet recharge,Misc,Want,natural_language,clear,scenario_misc_residual,train
Housing Society for monthly maintenance charges,Bills,Need,merchant,clear,bills_housing_society,train
had no choice but to pay for EatSure since it was during a family emergency at home,Food,Need,semantic,context_dependent,food_eatsure,train
"booked a local pub for a farewell celebration, just for fun",Party,Want,natural_language,context_dependent,party_local_pub,train
UPI-LINKEDINLEAR-LINKEDINLEAR@ICICI,Education,Investment,upi,clear,scenario_education_residual,train
went for DMart for a festive celebration at home,Groceries,Want,natural_language,clear,groceries_dmart,train
Groww for a systematic transfer plan,Misc,Investment,merchant,clear,misc_groww,train
UPI-SPENCERS-828386@upi,Groceries,Need,upi,clear,groceries_spencer,train
Coursera data science specialization,Education,Investment,merchant,clear,education_coursera,train
bought the medicine the doctor prescribed yesterday,Health,Need,semantic,clear,health_hospital_surgery,train
More Supermarket to try imported snacks out of curiosity,Groceries,Want,merchant,context_dependent,groceries_more_supermarket,train
"didn't really need Subway, but went ahead anyway, to try a new outlet everyone was talking about",Food,Want,semantic,context_dependent,food_subway,train
POS UBER ONLINE,Travel,Want,bank_statement,clear,travel_uber,validation
CARD PAYMENT GREAT LEARNING,Education,Investment,bank_statement,clear,education_great_learning,validation
TATA SKY TXN POS PURCHASE,Bills,Need,bank_statement,clear,shopping_general_retail,validation
UPI-BESTBUS-BESTBUS@AXIS,Travel,Need,upi,clear,travel_best_bus,train
CARD PAYMENT BEHROUZ BIRYANI,Food,Want,bank_statement,clear,food_behrouz,train
UPI-ANIGHTCLUB-ANIGHTCLUB@HDFC,Party,Want,upi,clear,party_nightclub,test
indulged in Spencer's for an elaborate weekend cooking project,Groceries,Want,natural_language,context_dependent,groceries_spencer,train
UPI-HOUSINGSOCIE-936454@upi,Bills,Need,upi,clear,scenario_bills_residual,train
went out for an expensive dinner just for fun,Food,Want,natural_language,context_dependent,food_general_dining,train
POS CULT.FIT PAYMENT,Health,Need,bank_statement,clear,health_cult_fit,train
treated myself to Zepto to try imported snacks out of curiosity,Groceries,Want,natural_language,context_dependent,groceries_zepto,train
contributed to Paytm Money for a national pension scheme contribution,Misc,Investment,natural_language,clear,misc_paytm_money,validation
indulged in JioMart for a festive celebration at home,Groceries,Want,natural_language,clear,bills_jio,validation
Municipal Water Board expense for the water supply bill,Bills,Need,natural_language,clear,bills_municipal_water,validation
UPI-TATACLIQ-862650@upi,Shopping,Want,upi,clear,shopping_tata_cliq,train
basic groceries for the week,Groceries,Need,natural_language,clear,groceries_ration_general,train
POS BIGBASKET PAYMENT,Groceries,Need,bank_statement,clear,groceries_bigbasket,test
"could have skipped Myntra, but chose to spend on it, to try out a new trend",Shopping,Want,semantic,clear,shopping_myntra,train
POS ZEE5 ONLINE,Entertainment,Want,bank_statement,clear,entertainment_zee5,validation
used Blinkit for basic household supplies,Groceries,Need,natural_language,clear,groceries_blinkit,train
CARD PAYMENT FORTIS HOSPITAL,Health,Need,bank_statement,clear,health_fortis,train
paid for Delhi Metro to rush to the hospital,Travel,Need,natural_language,context_dependent,travel_delhi_metro,train
snacks,Food,Want,short_keyword,ambiguous,scenario_food_residual,train
paid for Apollo Pharmacy for a routine health checkup,Health,Need,natural_language,clear,health_apollo,validation
Zepto for an elaborate weekend cooking project,Groceries,Want,merchant,context_dependent,groceries_zepto,train
POS STAR BAZAAR PAYMENT,Groceries,Need,bank_statement,clear,groceries_star_bazaar,train
"didn't really need Mumbai Metro, but went ahead anyway, to explore a new city",Travel,Want,semantic,context_dependent,travel_mumbai_metro,train
paid MSEDCL electricity bill,Bills,Need,natural_language,clear,bills_msedcl,train
CARD PAYMENT COIN BY ZERODHA,Misc,Investment,bank_statement,clear,misc_zerodha,train
"spent on Meesho more for enjoyment than necessity, as a birthday gift for myself",Shopping,Want,semantic,context_dependent,shopping_meesho,train
ordered dessert along with the regular dinner,Food,Want,natural_language,clear,food_general_dining,train
POS SKILLSHARE ONLINE,Education,Investment,bank_statement,clear,education_skillshare,train
bought a hobby painting class just for fun,Education,Want,semantic,context_dependent,education_painting_hobby,test
INOX weekend movie outing,Entertainment,Want,merchant,clear,bills_vodafone,train
monthly SIP,Misc,Investment,natural_language,clear,scenario_misc_residual,train
NPS contribution,Misc,Investment,natural_language,clear,misc_nps,train
ordered food because I had no time to cook after work,Food,Need,natural_language,clear,scenario_food_residual,train
splurged on Zomato for a movie night at home,Food,Want,natural_language,clear,food_zomato,test
POS TATA 1MG ONLINE,Health,Need,bank_statement,clear,health_1mg,train
UPI/KUVERA/PAYMENT/REF4727,Misc,Investment,upi,clear,misc_kuvera,test
AIRTEL TXN POS PURCHASE,Bills,Need,bank_statement,clear,bills_airtel,train
POS ET MONEY PAYMENT,Misc,Investment,bank_statement,clear,misc_etmoney,validation
UPI-APOLLOPHARMACY,Health,Need,upi,clear,health_apollo,validation
rent,Bills,Need,short_keyword,ambiguous,bills_rent,train
treated myself to PVR for binge watching over the weekend,Entertainment,Want,natural_language,clear,entertainment_pvr,train
Vistara for a weekend getaway,Travel,Want,merchant,clear,bills_vodafone,train
UPI-WOWMOMO-854739@upi,Food,Want,upi,clear,food_wowmomo,test
spent on Jio for the mobile recharge plan,Bills,Need,natural_language,clear,bills_jio,validation
CARD PAYMENT SPICEJET,Travel,Need,bank_statement,clear,travel_spicejet,train
bought tickets for a live stand up comedy show,Entertainment,Want,natural_language,clear,entertainment_standup,validation
"spent on Spencer's more for enjoyment than necessity, to try imported snacks out of curiosity",Groceries,Want,semantic,context_dependent,groceries_spencer,train
UPI-BOX8-928529@upi,Food,Want,upi,clear,food_box8,train
"could have skipped Great Learning, but chose to spend on it, purely for personal enrichment",Education,Want,semantic,context_dependent,education_great_learning,validation
Flipkart expense because the monsoon damaged the old one,Shopping,Need,natural_language,clear,shopping_flipkart,train
POS TATA CLIQ PAYMENT,Shopping,Want,bank_statement,clear,shopping_tata_cliq,train
splurged on Flipkart during a big sale,Shopping,Want,natural_language,clear,shopping_flipkart,train
UPI-SPOTIFY-726924@upi,Entertainment,Want,upi,clear,entertainment_spotify,test
MCDONALD'S TXN POS PURCHASE,Food,Need,bank_statement,clear,food_mcdonald,train
paid for BluSmart to rush to the hospital,Travel,Need,natural_language,context_dependent,travel_blusmart,train
